"","Player","Position","MIN","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS","GameId"
"23","G. Meads","F",18,0,2,0,0,0,0,1,1,2,0,0,2,3,3,0,5
"33","M. Hall","G-F",39,7,16,3,6,2,2,2,3,5,3,1,1,1,1,19,5
"43","T. Plaisted","F-C",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"53","C. Miles","F-C",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
"73","J. Jensen","F-C",32,3,6,0,0,2,2,0,4,4,1,2,0,0,4,8,5
"83","D. Dawes","C",10,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,5
"93","S. Burgess","G",9,1,2,0,0,0,0,0,1,1,0,0,0,1,0,2,5
"103","M. Rose","G",4,1,3,1,2,0,0,0,0,0,0,0,0,0,2,3,5
"113","A. Ainge","G",30,6,13,3,9,0,0,0,2,2,3,2,0,4,1,15,5
"123","J. Balderson","G",11,2,4,1,3,1,2,0,0,0,0,0,0,1,0,6,5
"132","T. Nashif","G",10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5
"17","K. Young","F",19,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,6
"24","G. Meads","F",24,4,6,0,0,2,6,5,3,8,1,1,0,1,3,10,6
"34","M. Hall","G-F",33,5,13,3,7,0,1,1,1,2,1,1,0,3,2,13,6
"44","J. Jensen","F-C",16,1,3,0,0,1,1,2,3,5,0,0,0,3,0,3,6
"54","A. Ainge","G",12,2,2,1,1,2,2,0,0,0,2,1,0,5,1,7,6
"74","T. Plaisted","F-C",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
"84","C. Miles","F-C",8,2,4,0,0,0,0,1,1,2,0,1,0,0,1,4,6
"94","D. Dawes","C",20,2,4,0,0,6,7,3,2,5,0,0,1,1,2,10,6
"104","M. Rose","G",16,4,7,4,6,1,2,0,3,3,0,0,0,1,4,13,6
"114","J. Balderson","G",25,6,12,5,8,5,7,0,1,1,4,0,0,2,3,22,6
"124","T. Nashif","G",25,0,4,0,3,0,0,0,3,3,10,1,0,2,3,0,6
"18","K. Young","F",20,4,6,0,0,3,4,3,5,8,0,1,1,2,2,11,7
"25","G. Meads","F",14,1,1,0,0,2,2,0,3,3,2,0,0,1,4,4,7
"35","M. Hall","G-F",38,7,12,2,3,5,6,2,7,9,5,0,0,1,2,21,7
"45","C. Miles","F-C",6,1,1,0,0,0,0,0,1,1,0,1,2,2,1,2,7
"55","J. Jensen","F-C",25,3,9,0,0,7,8,2,3,5,1,2,0,0,1,13,7
"75","D. Dawes","C",14,1,3,0,0,0,1,0,3,3,0,0,1,2,2,2,7
"85","M. Rose","G",23,6,9,6,9,1,2,0,3,3,1,0,0,3,1,19,7
"95","A. Ainge","G",25,4,8,2,4,4,6,0,5,5,5,1,0,3,3,14,7
"105","J. Balderson","G",18,1,6,1,4,0,0,0,2,2,1,0,0,0,0,3,7
"115","T. Nashif","G",17,0,2,0,1,1,2,0,1,1,0,0,0,1,0,1,7
"19","K. Young","F",15,1,3,0,0,0,0,0,3,3,0,0,1,0,0,2,8
"26","G. Meads","F",28,0,2,0,0,2,2,1,9,10,2,0,0,2,2,2,8
"36","M. Hall","G-F",36,1,10,1,6,0,0,0,1,1,2,2,0,3,4,3,8
"46","C. Miles","F-C",9,1,1,0,0,0,0,1,1,2,1,0,0,1,1,2,8
"56","J. Jensen","F-C",6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8
"76","D. Burgess","C",4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8
"86","D. Dawes","C",25,1,1,0,0,4,7,3,4,7,1,0,2,1,1,6,8
"96","B. Reichner","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"106","S. Burgess","G",4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8
"116","M. Rose","G",25,6,13,3,9,0,0,0,2,2,1,3,0,2,3,15,8
"125","A. Ainge","G",31,7,12,2,6,0,0,0,2,2,4,0,0,1,1,16,8
"133","J. Balderson","G",15,0,4,0,3,0,0,0,0,0,0,0,0,2,0,0,8
"142","T. Nashif","G",6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8
"110","G. Meads","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"27","M. Hall","G-F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"37","C. Miles","F-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"47","A. Ainge","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"57","J. Balderson","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"117","K. Young","F",35,5,7,0,0,4,4,3,3,6,4,0,2,0,3,14,11
"28","G. Meads","F",27,3,6,0,1,4,4,0,6,6,0,0,0,2,3,10,11
"38","M. Hall","G-F",35,9,12,5,7,0,0,1,1,2,4,2,0,3,2,23,11
"48","C. Miles","F-C",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11
"58","J. Jensen","F-C",27,8,11,0,0,0,0,2,3,5,3,0,0,0,4,16,11
"77","D. Dawes","C",23,3,8,0,0,1,1,0,2,2,1,0,1,0,3,7,11
"87","S. Burgess","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"97","M. Rose","G",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"107","A. Ainge","G",34,4,9,1,3,0,0,1,3,4,3,4,0,1,2,9,11
"118","J. Balderson","G",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11
"126","T. Nashif","G",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
"119","J. Burgess","F",3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,12
"29","K. Young","F",21,3,7,0,0,0,0,2,2,4,1,0,1,0,2,6,12
"39","M. Hall","G-F",29,5,7,1,3,1,2,2,2,4,3,0,0,2,1,12,12
"49","C. Miles","F-C",14,0,1,0,0,0,0,0,1,1,3,0,0,0,2,0,12
"59","J. Jensen","F-C",20,1,2,0,0,0,0,0,3,3,0,0,0,2,3,2,12
"78","D. Dawes","C",18,2,6,0,0,6,11,3,6,9,1,1,2,2,0,10,12
"88","B. Reichner","G",4,1,2,1,2,0,2,1,0,1,1,0,0,0,0,3,12
"98","S. Burgess","G",12,1,4,1,3,2,2,1,0,1,0,0,0,1,4,5,12
"108","M. Rose","G",25,5,9,4,7,0,0,0,1,1,1,0,0,1,0,14,12
"1110","A. Ainge","G",31,5,9,4,5,0,0,0,3,3,5,3,0,2,1,14,12
"127","J. Balderson","G",14,4,5,1,1,2,2,0,0,0,2,1,0,1,2,11,12
"134","T. Nashif","G",9,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,12
"120","K. Young","F",14,0,0,0,0,2,2,0,3,3,0,0,0,1,1,2,13
"210","M. Hall","G-F",37,3,7,1,3,3,3,0,1,1,2,2,1,3,4,10,13
"310","C. Miles","F-C",17,4,7,0,0,4,4,2,1,3,3,0,3,0,4,12,13
"410","J. Jensen","F-C",34,7,9,0,0,9,9,3,2,5,1,0,0,3,4,23,13
"510","D. Dawes","C",18,1,1,0,0,3,3,0,5,5,1,0,1,1,5,5,13
"79","S. Burgess","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"89","M. Rose","G",33,7,10,4,7,8,11,0,3,3,5,0,0,0,0,26,13
"99","A. Ainge","G",37,2,8,1,5,4,4,0,7,7,7,2,0,5,1,9,13
"109","J. Balderson","G",6,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,13
"1111","T. Nashif","G",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"128","K. Young","F",24,3,5,0,0,0,0,2,2,4,1,1,1,1,2,6,14
"211","M. Hall","G-F",35,5,10,2,4,0,0,0,2,2,1,0,0,1,2,12,14
"311","C. Miles","F-C",15,0,5,0,0,0,0,0,2,2,0,1,1,0,4,0,14
"411","J. Jensen","F-C",25,1,3,0,0,0,0,2,5,7,1,0,1,7,3,2,14
"511","D. Dawes","C",34,4,6,0,0,1,1,3,7,10,0,0,0,3,2,9,14
"710","B. Reichner","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"810","S. Burgess","G",6,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,14
"910","M. Rose","G",16,2,5,2,3,0,0,0,3,3,2,0,0,3,1,6,14
"1010","A. Ainge","G",19,3,7,0,2,0,0,0,1,1,2,2,0,6,4,6,14
"1112","J. Balderson","G",7,1,2,1,1,2,2,0,0,0,0,0,0,0,1,5,14
"129","T. Nashif","G",17,2,6,1,3,0,0,0,1,1,0,0,0,2,0,5,14
"130","K. Young","F",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15
"212","G. Meads","F",12,2,3,0,0,1,2,2,4,6,0,0,0,2,2,5,15
"312","M. Hall","G-F",36,3,12,2,7,8,8,3,3,6,1,0,0,4,1,16,15
"412","C. Miles","F-C",25,4,12,0,0,0,0,3,2,5,0,0,1,1,2,8,15
"512","J. Jensen","F-C",31,3,4,0,0,4,4,4,3,7,0,1,0,1,1,10,15
"711","D. Dawes","C",8,0,2,0,0,0,0,2,1,3,0,0,0,0,2,0,15
"811","S. Burgess","G",2,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,15
"911","M. Rose","G",36,3,10,1,7,0,0,0,6,6,2,0,0,1,3,7,15
"1011","A. Ainge","G",38,4,11,0,3,1,3,1,5,6,5,4,0,5,1,9,15
"1113","J. Balderson","G",6,1,2,0,1,0,0,0,1,1,0,0,0,2,0,2,15
"1210","T. Nashif","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"135","J. Burgess","F",6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,16
"213","K. Young","F",20,3,6,0,0,4,8,2,4,6,0,2,2,1,1,10,16
"313","G. Meads","F",21,3,7,0,0,1,2,4,7,11,1,0,0,1,1,7,16
"413","M. Hall","G-F",24,6,10,0,2,2,2,3,2,5,1,0,0,3,0,14,16
"513","C. Miles","F-C",16,3,10,0,0,1,2,2,1,3,2,1,1,0,1,7,16
"712","J. Jensen","F-C",17,6,9,0,0,4,4,3,4,7,0,1,0,1,3,16,16
"812","B. Reichner","G",6,2,3,0,0,0,0,0,2,2,0,0,0,0,2,4,16
"912","S. Burgess","G",18,1,4,1,1,3,4,1,2,3,4,3,0,2,4,6,16
"1012","M. Rose","G",22,5,10,4,7,0,0,0,2,2,3,1,1,0,1,14,16
"1114","A. Ainge","G",23,3,5,2,3,2,2,0,2,2,8,0,0,2,3,10,16
"1211","J. Balderson","G",16,3,3,0,0,3,6,0,3,3,2,1,0,2,0,9,16
"136","T. Nashif","G",11,4,5,2,2,0,0,0,2,2,2,3,0,1,0,10,16
"137","K. Young","F",5,1,2,0,0,0,1,1,2,3,0,0,0,0,1,2,17
"214","G. Meads","F",18,2,9,0,0,0,0,2,2,4,0,1,0,0,2,4,17
"314","M. Hall","G-F",30,4,13,1,7,2,2,0,3,3,4,1,0,0,5,11,17
"414","C. Miles","F-C",19,3,6,0,0,2,2,5,2,7,1,0,1,0,4,8,17
"514","J. Jensen","F-C",31,3,5,0,0,3,4,3,7,10,0,1,1,1,4,9,17
"713","D. Dawes","C",12,1,4,0,0,0,0,2,0,2,0,0,0,4,4,2,17
"813","S. Burgess","G",4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17
"913","M. Rose","G",36,2,9,2,9,0,0,1,0,1,2,0,0,3,1,6,17
"1013","A. Ainge","G",36,8,14,5,9,4,4,2,1,3,6,2,0,2,4,25,17
"1115","J. Balderson","G",4,0,4,0,3,0,0,0,0,0,0,1,0,0,1,0,17
"1212","T. Nashif","G",5,0,3,0,2,0,0,0,1,1,0,0,0,0,2,0,17
"138","K. Young","F",16,5,7,0,0,0,0,1,4,5,1,0,2,2,0,10,18
"215","G. Meads","F",12,1,2,0,0,1,2,0,2,2,0,1,0,2,2,3,18
"315","M. Hall","G-F",34,4,12,1,3,7,8,2,1,3,1,2,0,2,2,16,18
"415","C. Miles","F-C",3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,18
"515","J. Jensen","F-C",26,2,7,0,0,0,0,2,2,4,1,0,1,1,4,4,18
"714","D. Dawes","C",23,4,9,0,0,3,5,3,0,3,0,0,2,1,0,11,18
"814","B. Reichner","G",5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18
"914","S. Burgess","G",14,1,2,1,2,0,0,0,2,2,1,1,0,2,1,3,18
"1014","M. Rose","G",17,4,8,1,5,4,4,1,2,3,0,0,0,2,2,13,18
"1116","A. Ainge","G",27,0,8,0,6,2,2,1,3,4,3,2,0,2,0,2,18
"1213","J. Balderson","G",23,2,4,1,2,4,6,0,4,4,0,0,0,0,4,9,18
"139","K. Young","F",32,7,9,0,0,0,2,4,7,11,0,0,0,2,1,14,19
"216","G. Meads","F",27,3,6,0,0,0,2,0,1,1,0,0,0,1,1,6,19
"316","M. Hall","G-F",38,5,10,3,6,0,0,0,3,3,2,1,3,3,4,13,19
"416","J. Jensen","F-C",11,1,2,0,0,0,0,1,2,3,0,0,0,0,0,2,19
"516","D. Dawes","C",11,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,19
"715","S. Burgess","G",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19
"815","M. Rose","G",20,1,4,1,4,1,2,0,0,0,1,1,0,2,3,4,19
"915","A. Ainge","G",29,1,5,1,4,2,2,2,4,6,6,0,0,5,1,5,19
"1015","J. Balderson","G",29,2,5,1,1,0,0,0,2,2,2,0,0,1,1,5,19
"140","K. Young","F",36,6,8,0,0,2,3,2,5,7,0,1,1,0,3,14,20
"217","G. Meads","F",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
"317","M. Hall","G-F",38,7,18,1,6,1,3,3,5,8,2,1,0,0,1,16,20
"417","C. Miles","F-C",7,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,20
"517","D. Dawes","C",32,6,7,0,0,2,2,4,6,10,2,1,4,1,4,14,20
"716","B. Reichner","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"816","S. Burgess","G",8,0,2,0,1,0,0,0,1,1,1,0,0,1,1,0,20
"916","M. Rose","G",29,7,12,5,9,2,2,1,2,3,1,1,0,1,1,21,20
"1016","A. Ainge","G",23,0,6,0,4,0,0,0,4,4,8,1,0,2,4,0,20
"1117","J. Balderson","G",11,0,4,0,2,0,0,0,3,3,0,0,0,2,1,0,20
"1214","T. Nashif","G",12,0,1,0,1,3,4,0,2,2,3,1,0,1,0,3,20
"143","K. Young","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"218","M. Hall","G-F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"318","D. Dawes","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"418","J. Balderson","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"518","A. Ainge","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"144","K. Young","F",39,4,12,0,0,2,2,2,4,6,0,2,0,4,2,10,22
"219","G. Meads","F",3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,22
"319","M. Hall","G-F",39,3,12,2,8,8,10,1,1,2,1,5,0,1,1,16,22
"419","C. Miles","F-C",8,1,2,0,0,0,0,1,2,3,0,0,1,1,1,2,22
"519","J. Jensen","F-C",15,1,2,0,0,1,4,1,1,2,0,0,0,0,1,3,22
"717","D. Dawes","C",24,3,6,0,0,3,3,2,7,9,1,0,1,3,4,9,22
"817","S. Burgess","G",3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,22
"917","M. Rose","G",13,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,22
"1017","A. Ainge","G",42,5,8,2,5,7,8,0,3,3,5,0,0,4,3,19,22
"1118","J. Balderson","G",37,7,15,5,9,4,6,2,5,7,3,0,0,3,1,23,22
"1215","T. Nashif","G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"145","K. Young","F",27,4,7,0,0,0,0,0,1,1,0,0,0,2,1,8,23
"220","M. Hall","G-F",37,8,12,4,4,4,6,0,4,4,2,0,1,3,1,24,23
"320","C. Miles","F-C",18,0,0,0,0,1,2,3,1,4,3,0,2,1,3,1,23
"420","J. Jensen","F-C",16,1,2,0,0,1,1,2,2,4,0,0,0,0,1,3,23
"520","D. Dawes","C",20,1,1,0,0,0,0,2,3,5,1,1,2,2,5,2,23
"718","S. Burgess","G",4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,23
"818","M. Rose","G",13,1,6,0,4,0,0,0,1,1,1,0,0,0,0,2,23
"918","A. Ainge","G",29,2,7,0,4,0,0,0,2,2,3,1,0,2,0,4,23
"1018","J. Balderson","G",33,4,9,4,7,2,5,0,1,1,1,0,0,4,5,14,23
"1119","T. Nashif","G",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"146","K. Young","F",13,2,5,0,0,0,1,4,0,4,0,0,0,0,3,4,25
"221","M. Hall","G-F",38,5,10,2,4,4,5,0,2,2,2,5,0,3,1,16,25
"321","C. Miles","F-C",25,1,4,0,0,1,1,0,1,1,1,0,4,2,3,3,25
"421","J. Jensen","F-C",17,1,1,0,0,1,1,3,0,3,1,1,0,3,2,3,25
"521","D. Dawes","C",24,1,3,0,0,1,6,1,2,3,0,0,0,0,3,3,25
"719","M. Rose","G",13,1,3,1,3,0,1,0,2,2,0,2,0,0,2,3,25
"819","A. Ainge","G",37,4,14,1,5,1,2,3,3,6,5,0,0,5,0,10,25
"919","J. Balderson","G",33,3,8,2,5,0,0,0,4,4,0,0,0,1,1,8,25
"147","J. Burgess","F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"222","M. Hall","G-F",33,6,12,2,5,5,7,1,1,2,2,3,1,1,2,19,26
"322","C. Miles","F-C",23,2,2,0,0,1,2,1,1,2,3,0,1,1,4,5,26
"422","J. Jensen","F-C",21,9,10,0,0,2,2,2,3,5,0,1,1,2,4,20,26
"522","D. Dawes","C",19,3,7,0,0,0,0,2,4,6,1,1,0,2,3,6,26
"720","B. Reichner","G",17,1,2,1,2,1,2,0,1,1,1,1,0,2,0,4,26
"820","S. Burgess","G",15,2,3,0,0,1,2,2,0,2,0,2,0,2,3,5,26
"920","M. Rose","G",20,1,2,1,2,0,0,0,2,2,4,0,0,0,1,3,26
"1019","A. Ainge","G",34,3,9,2,5,1,2,0,0,0,4,1,0,3,2,9,26
"1120","J. Balderson","G",13,0,2,0,2,1,2,0,2,2,0,0,0,4,2,1,26
"1216","T. Nashif","G",3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26
"148","J. Burgess","F",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27
"223","M. Hall","G-F",28,3,11,0,6,0,0,0,0,0,0,0,0,2,0,6,27
"323","C. Miles","F-C",23,2,4,0,0,3,5,2,1,3,0,0,2,1,4,7,27
"423","J. Jensen","F-C",10,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,27
"523","D. Dawes","C",12,1,2,0,0,1,1,1,1,2,0,0,0,2,0,3,27
"721","B. Reichner","G",32,0,3,0,0,1,2,1,4,5,2,3,0,2,2,1,27
"821","S. Burgess","G",18,3,8,3,4,0,0,1,1,2,1,0,0,2,2,9,27
"921","M. Rose","G",14,0,2,0,2,0,0,0,1,1,0,0,0,1,0,0,27
"1020","A. Ainge","G",16,2,4,1,2,0,0,0,1,1,0,0,0,4,0,5,27
"1121","J. Balderson","G",26,1,8,1,4,0,0,1,3,4,0,0,0,0,1,3,27
"1217","T. Nashif","G",20,2,6,1,3,0,0,1,1,2,2,1,0,2,1,5,27
"149","M. Hall","G-F",37,5,12,2,5,0,0,0,3,3,1,0,0,3,2,12,28
"224","J. Jensen","F-C",23,1,5,0,0,0,0,1,1,2,1,2,1,1,2,2,28
"324","D. Dawes","C",9,0,1,0,0,1,2,0,1,1,0,0,0,0,4,1,28
"424","J. Balderson","G",24,3,4,2,3,0,0,0,4,4,1,2,0,1,5,8,28
"524","A. Ainge","G",35,7,11,0,0,3,4,1,4,5,6,1,1,5,5,17,28
"722","C. Miles","F-C",36,2,6,0,0,2,2,1,2,3,1,1,3,1,3,6,28
"822","B. Reichner","G",22,3,3,2,2,1,2,0,3,3,1,1,0,0,5,9,28
"922","S. Burgess","G",5,1,2,0,0,0,0,1,0,1,0,0,0,1,1,2,28
"1021","M. Rose","G",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28
"1122","T. Nashif","G",5,1,2,1,2,0,0,0,0,0,2,1,0,0,1,3,28
"150","M. Hall","G-F",36,7,18,5,9,3,5,4,2,6,1,3,0,1,3,22,29
"225","C. Miles","F-C",18,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0,29
"325","J. Jensen","F-C",31,4,11,0,0,4,4,4,4,8,0,0,0,2,4,12,29
"425","D. Dawes","C",7,0,3,0,0,0,0,1,0,1,0,0,1,1,1,0,29
"525","B. Reichner","G",19,1,6,1,4,0,0,0,0,0,1,1,0,1,1,3,29
"723","S. Burgess","G",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,29
"823","M. Rose","G",20,2,4,2,4,0,0,1,0,1,1,2,0,1,3,6,29
"923","A. Ainge","G",32,3,6,1,2,3,5,0,1,1,5,0,0,0,3,10,29
"1022","J. Balderson","G",27,3,8,2,7,0,0,2,3,5,2,1,0,4,1,8,29
"1123","T. Nashif","G",9,1,2,1,2,0,0,0,1,1,1,0,0,2,1,3,29
"151","G. Meads","F",6,1,3,0,0,3,3,2,2,4,0,0,0,0,2,5,30
"226","M. Hall","G-F",36,5,14,1,6,2,2,2,1,3,2,2,0,1,3,13,30
"326","C. Miles","F-C",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30
"426","J. Jensen","F-C",30,7,13,0,0,5,7,3,3,6,1,1,0,4,2,19,30
"526","D. Dawes","C",12,1,4,0,0,8,10,5,1,6,0,1,1,1,3,10,30
"724","B. Reichner","G",31,2,6,1,2,1,2,2,3,5,2,0,0,1,4,6,30
"824","S. Burgess","G",10,0,3,0,2,0,0,0,1,1,1,0,0,1,0,0,30
"924","M. Rose","G",10,2,3,1,1,0,0,2,1,3,0,0,0,3,2,5,30
"1023","A. Ainge","G",28,2,6,1,4,0,0,0,5,5,7,1,0,1,1,5,30
"1124","J. Balderson","G",22,2,6,1,3,0,0,0,3,3,0,0,2,1,1,5,30
"1218","T. Nashif","G",12,1,5,1,4,0,0,0,1,1,0,0,1,0,1,3,30
"152","F. Malaman","F",16,2,2,0,0,0,1,1,2,3,0,0,1,1,3,4,31
"227","K. Young","F",29,5,9,0,0,1,1,3,1,4,1,0,0,0,1,11,31
"327","T. Plaisted","F-C",36,6,9,0,0,6,10,2,11,13,1,0,4,4,3,18,31
"427","L. Cummard","G",22,3,6,1,2,0,0,2,3,5,5,2,2,1,2,7,31
"527","R. Broadus","G",23,3,10,1,5,1,2,1,2,3,5,0,0,6,3,8,31
"725","B. Reichner","G",20,3,7,2,4,1,2,1,1,2,1,1,0,3,1,9,31
"825","M. Rose","G",4,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,31
"925","A. Ainge","G",14,1,1,1,1,0,0,0,3,3,2,0,0,7,0,3,31
"1024","J. Balderson","G",30,3,9,1,4,0,0,1,2,3,0,1,0,2,5,7,31
"153","F. Malaman","F",30,2,6,2,3,0,0,0,4,4,4,1,1,1,3,6,32
"228","K. Young","F",9,0,1,0,0,0,0,0,3,3,1,0,1,2,2,0,32
"328","T. Plaisted","F-C",30,6,8,0,0,5,6,2,2,4,0,1,0,3,4,17,32
"428","D. Burgess","C",11,1,3,0,0,0,0,1,2,3,0,0,1,1,1,2,32
"528","L. Cummard","G",16,1,2,1,1,0,0,0,0,0,0,0,1,1,1,3,32
"726","R. Broadus","G",30,4,13,1,3,0,0,0,1,1,3,2,0,2,3,9,32
"826","B. Reichner","G",7,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,32
"926","M. Rose","G",21,4,9,2,4,2,2,1,1,2,0,0,0,1,2,12,32
"1025","A. Ainge","G",21,1,2,0,0,2,3,0,3,3,3,0,0,3,1,4,32
"1125","J. Balderson","G",23,6,13,1,4,5,6,2,5,7,2,0,1,3,5,18,32
"154","F. Malaman","F",31,6,8,2,3,0,0,0,5,5,1,3,0,1,4,14,33
"229","K. Young","F",21,3,3,0,0,2,2,1,3,4,0,0,0,2,4,8,33
"329","T. Plaisted","F-C",27,2,5,0,0,6,8,1,0,1,1,2,0,5,4,10,33
"429","L. Cummard","G",10,1,2,1,2,0,0,0,1,1,1,0,0,1,1,3,33
"529","R. Broadus","G",23,2,5,1,2,1,2,0,2,2,5,1,0,1,3,6,33
"727","B. Reichner","G",30,6,10,3,5,3,6,0,1,1,0,3,0,0,0,18,33
"827","M. Rose","G",3,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,33
"927","A. Ainge","G",17,1,2,0,0,0,1,0,1,1,5,0,0,1,0,2,33
"1026","J. Balderson","G",28,4,9,1,4,3,4,1,3,4,1,1,0,2,3,12,33
"155","F. Malaman","F",27,4,5,1,1,0,0,2,2,4,0,1,0,2,2,9,34
"230","K. Young","F",15,2,3,0,1,0,0,0,5,5,0,2,0,2,4,4,34
"330","J. Odjegba","F",4,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,34
"430","T. Plaisted","F-C",21,4,9,0,0,5,9,1,3,4,1,0,2,3,1,13,34
"530","D. Burgess","C",2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,34
"728","D. Dawes","C",12,2,2,0,0,1,2,1,0,1,2,0,0,0,4,5,34
"828","L. Cummard","G",19,3,6,1,2,2,4,2,2,4,2,0,1,0,2,9,34
"928","R. Broadus","G",23,4,6,3,3,0,1,0,3,3,3,1,0,1,1,11,34
"1027","B. Reichner","G",19,4,8,3,4,0,0,1,3,4,1,0,0,0,0,11,34
"1126","M. Rose","G",13,1,2,1,2,2,2,0,2,2,2,0,0,1,0,5,34
"1219","A. Ainge","G",16,3,4,0,0,0,0,0,4,4,8,2,0,0,1,6,34
"1310","J. Balderson","G",20,1,2,0,1,1,2,0,2,2,3,1,0,2,2,3,34
"156","F. Malaman","F",23,2,3,0,0,0,0,0,1,1,0,2,0,2,2,4,35
"231","K. Young","F",18,4,9,0,0,2,2,4,4,8,3,0,0,0,1,10,35
"331","J. Odjegba","F",2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,35
"431","T. Plaisted","F-C",25,6,9,0,0,4,5,0,7,7,0,0,2,2,2,16,35
"531","D. Burgess","C",2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,35
"729","D. Dawes","C",12,3,4,0,0,2,2,0,1,1,1,1,0,1,0,8,35
"829","L. Cummard","G",18,3,4,1,1,2,2,0,3,3,3,1,0,1,2,9,35
"929","R. Broadus","G",23,3,5,0,1,1,2,0,4,4,9,1,0,5,2,7,35
"1028","B. Reichner","G",17,2,5,1,2,2,2,0,1,1,3,0,0,5,1,7,35
"1127","M. Rose","G",9,1,3,1,2,0,0,0,2,2,0,0,0,0,1,3,35
"1220","A. Ainge","G",13,3,6,2,3,0,0,1,2,3,2,0,0,2,0,8,35
